category,file,title,description,new,status,link,failure_reason,andrew_id
removed-operator,rmc-chains.test.ts,RMC-031: 13-operation mixed chain (EB + val + deposit/withdraw + liq/reactivate),13-operation mixed chain (EB + val + deposit/withdraw + liq/reactivate),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1512,,
removed-operator,rmc-chains.test.ts,"RMC-032: 10 minimal EB increments (1 ETH each), precision drift on dead op","10 minimal EB increments (1 ETH each), precision drift on dead op",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1573,,
removed-operator,rmc-chains.test.ts,RMC-033: progressive removal with continued EB growth,Progressive removal with continued EB growth,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1611,,
removed-operator,rmc-chains.test.ts,"RMC-034: 3 clusters same ops, op4 removed, different EB levels","3 clusters same ops, op4 removed, different EB levels",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1668,,
removed-operator,rmc-chains.test.ts,"RMC-035: 2 clusters same ops, op4 removed, double liquidation","2 clusters same ops, op4 removed, double liquidation",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1712,,
removed-operator,rmc-chains.test.ts,RMC-036: multi-cluster reactivate then EB with dead op,Multi-cluster reactivate then EB with dead op,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1752,,
removed-operator,rmc-chains.test.ts,"RMC-037: 3 clusters, triple liquidation with shared dead op","3 clusters, triple liquidation with shared dead op",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1797,,
removed-operator,rmc-chains.test.ts,RMC-038: multi-cluster remove all validators with dead op deviation cleanup,Multi-cluster remove all validators with dead op deviation cleanup,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1851,,
removed-operator,rmc-chains.test.ts,"RMC-039: implicit A + explicit B, shared dead op4, B EB updates","Implicit A + explicit B, shared dead op4, B EB updates",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1910,,
removed-operator,rmc-chains.test.ts,RMC-040: both clusters become explicit after op removal,Both clusters become explicit after op removal,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1948,,
removed-operator,rmc-chains.test.ts,"RMC-041: explicit A liquidated, implicit B liquidated, shared dead op","Explicit A liquidated, implicit B liquidated, shared dead op",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L1985,,
removed-operator,rmc-chains.test.ts,RMC-042: mixed EB modes full lifecycle with shared dead op,Mixed EB modes full lifecycle with shared dead op,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L2024,,
removed-operator,rmc-chains.test.ts,"RMC-043: 13 ops, remove 12, EB + deposit + withdraw + liquidate + reactivate","13 ops, remove 12, EB + deposit + withdraw + liquidate + reactivate",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L2084,,
removed-operator,rmc-chains.test.ts,"RMC-044: 13 ops, 12 removed, 6 consecutive EB updates","13 ops, 12 removed, 6 consecutive EB updates",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L2137,,
removed-operator,rmc-chains.test.ts,"RMC-045: 13 ops, 12 removed, addValidator reverts OperatorDoesNotExist","13 ops, 12 removed, addValidator reverts OperatorDoesNotExist",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/removed-operator/rmc-chains.test.ts#L2178,,
smoke,smoke.test.ts,"Deploys, registers, mines blocks, and computes fees correctly","Deploys, registers, mines blocks, and computes fees correctly",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/smoke.test.ts#L42,,A-SETUP-01
staking,st-gap.test.ts,"ST-004: Large amount (1e23) stake — no overflow, cSSV minted 1:1","Large amount (1e23) stake — no overflow, cSSV minted 1:1",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L91,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,"ST-062: Large stake + tiny fee — accEthPerShare rounds to 0, fees lost","Large stake + tiny fee — accEthPerShare rounds to 0, fees lost",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L103,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-063: Tiny stake + large fee — no overflow in accEthPerShare,Tiny stake + large fee — no overflow in accEthPerShare,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L127,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-094: _settle truncation-toward-zero rounding — no rounding up,_settle truncation-toward-zero rounding — no rounding up,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L157,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-086: Accrued exactly ETH_DEDUCTED_DIGITS — smallest non-zero payout,Accrued exactly ETH_DEDUCTED_DIGITS — smallest non-zero payout,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L196,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-087: requestUnstake of exactly 1 — minimum non-zero unstake amount,RequestUnstake of exactly 1 — minimum non-zero unstake amount,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L225,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-088: withdrawUnlocked at exact cooldown expiry (>= boundary),WithdrawUnlocked at exact cooldown expiry (>= boundary),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L251,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-072 / ST-082: Cross-function reentrancy blocked — claimEthRewards → receive → stake,ST-072 / ST-082: Cross-function reentrancy blocked — claimEthRewards → receive → stake,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L286,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-084: Cross-function reentrancy blocked — claimEthRewards → receive → requestUnstake,Cross-function reentrancy blocked — claimEthRewards → receive → requestUnstake,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L321,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-077: _settle idempotent — two stake operations in same block,_settle idempotent — two stake operations in same block,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L358,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-078: 5 concurrent stakers — per-user userIndex tracks correctly,5 concurrent stakers — per-user userIndex tracks correctly,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L396,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,"ST-097: _settleWithBalance bal==0, idx!=userIdx — index advances, no accrual","_settleWithBalance bal==0, idx!=userIdx — index advances, no accrual",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L452,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-098: _settleWithBalance pending==0 due to rounding despite balance & index diff,_settleWithBalance pending==0 due to rounding despite balance & index diff,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L500,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-080: claimEthRewards — recipient contract rejects ETH,ClaimEthRewards — recipient contract rejects ETH,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L560,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-095: claimEthRewards — insufficient contract ETH (accounting mismatch),ClaimEthRewards — insufficient contract ETH (accounting mismatch),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L589,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,"ST-096: syncFees with no new earnings — current <= previous, no FeesSynced event","SyncFees with no new earnings — current <= previous, no FeesSynced event",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L616,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,st-gap.test.ts,ST-090: Rescued token transfer failure propagation,Rescued token transfer failure propagation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/st-gap.test.ts#L654,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-14; A-SETUP-04; A-SYNC-02
staking,staking-edge-cases.test.ts,Zero cSSV supply — fees are unclaimable,Zero cSSV supply — fees are unclaimable,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L57,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,accEthPerShare monotonicity — never decreases,AccEthPerShare monotonicity — never decreases,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L110,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Dust accumulation — dust eventually claimable,Dust accumulation — dust eventually claimable,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L160,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Should allow exactly 2000 pending requests and revert on 2001,Should allow exactly 2000 pending requests and revert on 2001,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L220,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Withdrawing unlocked requests frees slots for new requests,Withdrawing unlocked requests frees slots for new requests,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L260,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Should revert with StakeTooLow for stake(0),Should revert with StakeTooLow for stake(0),no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L317,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Should revert with StakeTooLow for amount below minimum,Should revert with StakeTooLow for amount below minimum,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L326,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Should succeed at exactly MINIMAL_STAKING_AMOUNT,Should succeed at exactly MINIMAL_STAKING_AMOUNT,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L341,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Should update accEthPerShare without settling any user's rewards,Should update accEthPerShare without settling any user's rewards,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L357,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Anyone can call syncFees (not restricted to stakers),Anyone can call syncFees (not restricted to stakers),no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L421,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Both requestUnstake and claimEthRewards can be called in same block context,Both requestUnstake and claimEthRewards can be called in same block context,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L455,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-edge-cases.test.ts,Claiming twice in the same block only pays once,Claiming twice in the same block only pays once,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-edge-cases.test.ts#L520,,A-ACT-34; A-ACT-35; A-BOUND-22; A-CHECK-14; A-CHECK-15; A-CHECK-17; A-CHECK-18; A-INV-02; A-INV-03
staking,staking-lifecycle.test.ts,"Should allow a user to stake SSV, earn network fee revenue, and claim ETH rewards","Should allow a user to stake SSV, earn network fee revenue, and claim ETH rewards",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L56,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Pre-stake fees when cSSV supply is zero are permanently locked,Pre-stake fees when cSSV supply is zero are permanently locked,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L112,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,"Should distribute rewards proportionally: A gets 25%, B gets 75% with 10:30 ratio","Should distribute rewards proportionally: A gets 25%, B gets 75% with 10:30 ratio",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L166,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Three stakers split rewards correctly when one unstakes mid-period,Three stakers split rewards correctly when one unstakes mid-period,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L246,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Late joiner B does NOT capture fees from before they staked,Late joiner B does NOT capture fees from before they staked,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L367,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Should lock SSV during cooldown and allow withdrawal after,Should lock SSV during cooldown and allow withdrawal after,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L451,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Rewards are settled with pre-burn balance during requestUnstake,Rewards are settled with pre-burn balance during requestUnstake,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L511,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Cooldown changes do not alter reward accrual before and after requestUnstake,Cooldown changes do not alter reward accrual before and after requestUnstake,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L565,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-lifecycle.test.ts,Burned cSSV stops earning rewards immediately,Burned cSSV stops earning rewards immediately,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-lifecycle.test.ts#L650,,A-ACT-32; A-ACT-34; A-ACT-35; A-ACT-36; A-BOUND-18; A-CHECK-15; A-CHECK-16; A-SETUP-04; A-TEAR-03; A-TEAR-04
staking,staking-rewards.test.ts,Staking rewards increase after updateNetworkFee raises the ETH network fee,Staking rewards increase after updateNetworkFee raises the ETH network fee,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L78,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards decrease after updateNetworkFee lowers the ETH network fee,Staking rewards decrease after updateNetworkFee lowers the ETH network fee,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L207,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards stop after updateNetworkFee sets the ETH network fee to zero,Staking rewards stop after updateNetworkFee sets the ETH network fee to zero,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L300,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards track multiple updateNetworkFee changes across consecutive periods,Staking rewards track multiple updateNetworkFee changes across consecutive periods,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L412,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards stay unchanged after updateUnstakeCooldownDuration increases cooldown,Staking rewards stay unchanged after updateUnstakeCooldownDuration increases cooldown,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L608,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards stay unchanged after updateUnstakeCooldownDuration decreases cooldown,Staking rewards stay unchanged after updateUnstakeCooldownDuration decreases cooldown,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L751,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards double after EB update doubles vUnits,Staking rewards double after EB update doubles vUnits,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L894,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Staking rewards decrease when a cluster is liquidated,Staking rewards decrease when a cluster is liquidated,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L994,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,"Exact reward calculation for 1 staker, 1 cluster, 1000 blocks","Exact reward calculation for 1 staker, 1 cluster, 1000 blocks",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L1104,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Rewards split correctly with 3:7 ratio and no precision loss for clean division,Rewards split correctly with 3:7 ratio and no precision loss for clean division,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L1158,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Truncation dust is at most 1 wei equivalent per user when using odd supply,Truncation dust is at most 1 wei equivalent per user when using odd supply,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L1220,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Pre-existing DAO revenue is not distributed to first staker,Pre-existing DAO revenue is not distributed to first staker,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L1259,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-rewards.test.ts,Full chain trace: EB update → DAO vUnit change → higher earnings → syncFees → claim,Full chain trace: EB update → DAO vUnit change → higher earnings → syncFees → claim,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-rewards.test.ts#L1319,,A-ACT-40; A-BOUND-19; A-CHECK-14; A-CHECK-16; A-CHECK-18; A-SYNC-01
staking,staking-transfers.test.ts,Transfer settles both sender and receiver; pre-transfer revenue goes to sender only,Transfer settles both sender and receiver; pre-transfer revenue goes to sender only,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L53,,A-ACT-37
staking,staking-transfers.test.ts,Stake-transfer-stake cycle preserves reward boundaries across all phases,Stake-transfer-stake cycle preserves reward boundaries across all phases,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L140,,A-ACT-37
staking,staking-transfers.test.ts,Receiver B's userIndex is set to accEthPerShare at transfer time,Receiver B's userIndex is set to accEthPerShare at transfer time,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L259,,A-ACT-37
staking,staking-transfers.test.ts,Mint (via stake) does not trigger onCSSVTransfer — from == address(0),Mint (via stake) does not trigger onCSSVTransfer — from == address(0),no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L304,,A-ACT-37
staking,staking-transfers.test.ts,Burn (via requestUnstake) does not trigger onCSSVTransfer — to == address(0),Burn (via requestUnstake) does not trigger onCSSVTransfer — to == address(0),no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L333,,A-ACT-37
staking,staking-transfers.test.ts,Self-transfer does not trigger onCSSVTransfer — from == to,Self-transfer does not trigger onCSSVTransfer — from == to,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L369,,A-ACT-37
staking,staking-transfers.test.ts,Self-transfer keeps reward accrual equal to uninterrupted staking,Self-transfer keeps reward accrual equal to uninterrupted staking,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/staking/staking-transfers.test.ts#L403,,A-ACT-37
